ID,FechaHora,NombreResponsable,Area,Circuito_Corregido,Estructura_Tag_Corregido,Latitud_Manual,Longitud_Manual,Apoyo_Tipo,Apoyo_Subtipo,Configuracion,Disposicion,ResistenciaPlaca,PesoPlaca,Templete_Observaciones,Aislador_Tipo,Aislador_A,Aislador_B,Aislador_C,DSD,DPS,DPS_A,DPS_B,DPS_C,Seccionador,Reconectador,Linepost,Transformador,PT,CT,Fusible,Mufa,Enrollamiento_Cable,Observaciones_Equipos,Afloramiento,Conectores_Afloramiento,Tuberia_Afloramiento,Cable,SPT_Bajante,SPT_Conexion,SPT_Cantidad,SPT_Estado,Herrajes_Accesorios,Cable_De_Guarda
360,21/10/2025 12:58,GEOPARK ,TIGANA ,TGN-TGB,TB-TA05,4.453.567,-7.267.011,Poste,Concreto,Suspensión,Canadiense,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
361,21/10/2025 12:58,GEOPARK ,TIGANA ,TGN-TGB,TB-TA04,4.452.825,-72.670.005,Poste,Concreto,Retención (Corte),Canadiense,1050,2300,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
364,21/10/2025 13:05,GEOPARK ,TIGANA ,TGN-TGB,TB-TA06,4.454.487,-72.670.243,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,Avifauns y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
365,21/10/2025 13:10,GEOPARK ,TIGANA ,TGN-TGB,TB-TA07,4.454.749,-72.670.045,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,1 Avifauna oxidada y todos con aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
367,21/10/2025 13:20,GEOPARK ,TIGANA ,TGN-TGB,TB-TA08,4.454.929,-72.669,Poste,Concreto,Suspensión,Canadiense,1350,2940,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
368,21/10/2025 13:25,GEOPARK ,TIGANA ,TGN-TGB,TB-TA09,4.455.002,-72.668.697,Poste,Concreto,Retención (Corte),Canadiense,1350,2990,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
373,21/10/2025 13:34,GEOPARK ,TIGANA ,TGN-TGB,TB-TA11,4.455.539,-72.666.844,Poste,Concreto,Retención (Corte),Canadiense,1050,2940,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
374,21/10/2025 13:36,GEOPARK ,TIGANA ,TGN-TGB,TB-TA12,4.455.808,-72.665.916,Poste,Concreto,Suspensión,Canadiense,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
377,21/10/2025 13:40,GEOPARK ,TIGANA ,TGN-TGB,TB-TA13,4.456.103,-72.664.999,Poste,Concreto,Suspensión,Canadiense,1050,2940,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
46,15/10/2025 15:23,GEOPARK,JACANA ,JCP - JCC TR1,JP-JCC08,4.385.206,-72.730.501,Poste,Concreto,Retención (Corte),Canadiense,1350,2300,Discos,Ceramica (Aislador de suspensión),8,8,8,,Sí,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Sí,1,Bueno,Herrajes,Sí
381,21/10/2025 13:47,GEOPARK ,TIGANA ,TGN-TGB,TB-TA15,4.456.859,-72.663.419,Poste,Concreto,Suspensión,Canadiense,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
382,21/10/2025 13:50,GEOPARK ,TIGANA ,TGN-TGB,TB-TA16,4.457.384,-72.662.743,Poste,Concreto,Suspensión,Canadiense,1050,2940,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
385,21/10/2025 13:54,GEOPARK ,TIGANA ,TGN-TGB,TB-TA17,4.457.873,-72.662.101,Poste,Concreto,Retención (Corte),Canadiense,1350,2990,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
386,21/10/2025 13:57,GEOPARK ,TIGANA ,TGN-TGB,TB-TA18,4.458.173,-72.661.475,Poste,Concreto,Suspensión,Canadiense,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
388,21/10/2025 13:59,GEOPARK ,TIGANA ,TGN-TGB,TB-TA19,4.458.504,-72.660.826,Poste,Concreto,Suspensión,Canadiense,1050,2940,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,Sí,Sí,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
389,21/10/2025 14:01,GEOPARK ,TIGANA ,TGN-TGB,TB-TA20,4.458.721,-72.660.376,Poste,Concreto,Pullover (Cruce vertical),,1350,3410,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
396,21/10/2025 14:28,GEOPARK ,TIGANA ,TGN-TGB,TB-TA29,4.460.027,-72.657.392,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,Sí,Otro,IMC,Sí,Cable desnudo,Cable de guarda,1,Bueno,,Sí
401,21/10/2025 14:35,GEOPARK ,TIGANA ,TGN-TGB,TB-TA24,4.460.285,-72.658.677,Poste,Concreto,Pullover (Cruce vertical),,1350,3410,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
402,21/10/2025 14:38,GEOPARK ,TIGANA ,TGN-TGB,TB-TA23,4.459.887,-72.659.381,Poste,Concreto,Pullover (Cruce vertical),,1350,3410,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
404,21/10/2025 14:47,GEOPARK ,TIGANA ,TGN-TGB,TB-TA21,4.458.999,-72.660.249,Poste,Concreto,Retención (Corte),Canadiense,1350,3410,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
395,21/10/2025 14:26,GEOPARK ,TIGANA ,TGN-TGB,TB-TA30,4.459.605,-72.657.119,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
403,21/10/2025 14:43,GEOPARK ,TIGANA ,TGN-TGB,TB-TA22,4.459.451,-72.659.659,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
112,17/10/2025 8:42,GEOPARK,TIGANA ,TGN-TGA,T-TA04A,4.445.928,-72.660.531,Poste,Concreto,Retención (Corte),Doble circuito,1050,4875,Avifauna oxidada y aisladores,Ceramica (Aislador de suspensión),16,16,16,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
339,21/10/2025 10:42,GEOPARK ,TIGANA ,TGN-TGA,T-TA01,4.445.456,-72.658.579,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,Sí,Sí,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
340,21/10/2025 10:48,GEOPARK ,TIGANA ,TGN-TGA,T-TA02,4.445.932,-72.658.562,Poste,Concreto,Pullover (Cruce vertical),,1350,3000,1 Templete sin avifauna y todos con aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
341,21/10/2025 10:49,GEOPARK ,TIGANA ,TGN-TGA,T-TA03,4.446.062,-7.265.929,Poste,Concreto,Retención (Corte),Otro,1350,3000,2 Templetes en 1 avifauna y 1 Templete sin avifauna,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
346,21/10/2025 11:05,GEOPARK ,TIGANA ,TGN-TGA,T-TA06,4.445.311,-72.660.835,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,Sí,Sí,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
347,21/10/2025 11:06,GEOPARK ,TIGANA ,TGN-TGA,T-TA07,4.445.249,-72.661.704,Poste,Concreto,Suspensión,Canadiense,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
348,21/10/2025 11:08,GEOPARK ,TIGANA ,TGN-TGA,T-TA08,4.445.191,-72.662.559,Poste,Concreto,Retención (Corte),Canadiense,1350,2600,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
349,21/10/2025 11:09,GEOPARK ,TIGANA ,TGN-TGA,T-TA09,4.444.954,-72.663.403,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
350,21/10/2025 11:12,GEOPARK ,TIGANA ,TGN-TGA,T-TA10,4.444.703,-72.664.277,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
351,21/10/2025 11:15,GEOPARK ,TIGANA ,TGN-TGA,T-TA11,4.444.446,-72.665.147,Poste,Concreto,Retención (Corte),Otro,1350,1950,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
352,21/10/2025 11:17,GEOPARK ,TIGANA ,TGN-TGA,T-TA12,4.444.176,-72.666.017,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
353,21/10/2025 11:19,GEOPARK ,TIGANA ,TGN-TGA,T-TA13,4.443.848,-72.667.175,Poste,Concreto,Retención (Corte),Triangular,1350,3410,1 Avifauna con panal de avispas y todos los templetes con aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,1 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
24,15/10/2025 9:06,GEOPARK ,JACANA,JAC - JCB,J-JB14,4.396.549,-72.722.466,Poste,Concreto,Suspensión,Triangular,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
158,18/10/2025 8:36,GEOPARK ,TIGANA ,TGN-TGA,T-TA15,4.444.434,-72.667.395,Poste,Concreto,Retención (Corte),Canadiense,1350,2600,Avifauna y aisladores ,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
160,18/10/2025 8:49,GEOPARK ,TIGANA ,TGN-TGA,T-TA16,4.445.304,-72.667.703,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
51,15/10/2025 15:54,GEOPARK,JACANA ,JCP - JCC TR1,JP-JCC13,4.382.697,-72.733.408,Poste,Concreto,Suspensión,Canadiense,1350,2300,,Ceramica (Aislador de suspensión),4,4,4,,Sí,1,1,1,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Sí,2,Bueno,Herrajes,Sí
165,18/10/2025 9:38,GEOPARK ,TIGANA ,TGN-TGA,T-TA18,4.447.603,-72.667.851,Poste,Concreto,Retención (Corte),Horizontal,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,2 Linepost ,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
166,18/10/2025 9:44,GEOPARK ,TIGANA ,TGN-TGA,T-TA19,4.447.809,-72.667.573,Poste,Concreto,Retención (Corte),Horizontal,1350,2990,Avifauna y aislador ,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
168,18/10/2025 10:29,GEOPARK ,TIGANA ,TGN-TGA,T-TA20,4.448.277,-72.666.904,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,1 Avifauna con panal de avispas y aisladores ,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
170,18/10/2025 10:43,GEOPARK ,TIGANA ,TGN-TGA,T-TA21,4.449.363,-72.667.132,Poste,Concreto,Suspensión,Canadiense,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
172,18/10/2025 10:48,GEOPARK ,TIGANA ,TGN-TGA,T-TA22,4.450.019,-72.667.323,Poste,Concreto,Retención (Corte),Canadiense,1350,2500,Avifauna y aisladores ,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
174,18/10/2025 10:56,GEOPARK ,TIGANA ,TGN-TGA,T-TA23,4.450.716,-72.667.507,Poste,Concreto,Suspensión,Canadiense,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
176,18/10/2025 11:07,GEOPARK ,TIGANA ,TGN-TGA,T-TA24,4.451.365,-72.667.659,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,Avifauna y aisladores. Poste de apoyo con su propio templete y con panal de avispas,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
177,18/10/2025 11:09,GEOPARK ,TIGANA ,TGN-TGA,T-TA25,4.451.402,-72.667.778,Poste,Concreto,Retención (Corte),H,1350,2990,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,2,Bueno,,Sí
178,18/10/2025 11:20,GEOPARK ,TIGANA ,TGN-TGA,T-TA26,445.184,-72.669.215,Poste,Concreto,Retención (Corte),H,1350,3410,Avifauna y aisladores ,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,2,Bueno,,Sí
358,21/10/2025 12:53,GEOPARK ,TIGANA ,TGN-TGA,T-TA27,4.452.124,-72.669.822,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,Avifauna y aislador,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
405,21/10/2025 15:06,GEOPARK ,TIGANA ,TGN-TGA,T-TA28,4.452.112,-72.669.573,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,Avifauna oxidada y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
359,21/10/2025 12:56,GEOPARK ,TIGANA ,TGN-TGA,T-TA29,4.452.797,-72.669.742,Poste,Concreto,Suspensión,Canadiense,1050,2940,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
362,21/10/2025 13:01,GEOPARK ,TIGANA ,TGN-TGA,T-TA30,4.453.632,-72.669.945,Poste,Concreto,Retención (Corte),Canadiense,1350,2990,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
363,21/10/2025 13:04,GEOPARK ,TIGANA ,TGN-TGA,T-TA31,4.454.531,-72.669.992,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
366,21/10/2025 13:13,GEOPARK ,TIGANA ,TGN-TGA,T-TA32,4.454.719,-72.669.074,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
369,21/10/2025 13:26,GEOPARK ,TIGANA ,TGN-TGA,T-TA33,445.486,-72.668.647,Poste,Concreto,Retención (Corte),Canadiense,1050,2300,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
370,21/10/2025 13:27,GEOPARK ,TIGANA ,TGN-TGA,T-TA34,4.455.128,-7.266.773,Poste,Concreto,Suspensión,Canadiense,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
372,21/10/2025 13:33,GEOPARK ,TIGANA ,TGN-TGA,T-TA35,4.455.422,-72.666.775,Poste,Concreto,Retención (Corte),Canadiense,1050,2300,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
375,21/10/2025 13:37,GEOPARK ,TIGANA ,TGN-TGA,T-TA36,4.455.669,-72.665.871,Poste,Concreto,Suspensión,Canadiense,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
376,21/10/2025 13:38,GEOPARK ,TIGANA ,TGN-TGA,T-TA37,4.455.939,-72.664.933,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
379,21/10/2025 13:44,GEOPARK ,TIGANA ,TGN-TGA,T-TA38,4.456.191,-72.664.006,Poste,Concreto,Retención (Corte),Otro,1350,2600,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
380,21/10/2025 13:45,GEOPARK ,TIGANA ,TGN-TGA,T-TA39,4.456.712,-72.663.334,Poste,Concreto,Suspensión,Canadiense,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
383,21/10/2025 13:51,GEOPARK ,TIGANA ,TGN-TGA,T-TA40,4.457.259,-72.662.641,Poste,Concreto,Suspensión,Canadiense,1350,2600,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
384,21/10/2025 13:52,GEOPARK ,TIGANA ,TGN-TGA,T-TA41,4.457.734,-72.662.024,Poste,Concreto,Retención (Corte),Canadiense,1050,2300,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
387,21/10/2025 13:58,GEOPARK ,TIGANA ,TGN-TGA,T-TA42,4.458.072,-72.661.326,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
390,21/10/2025 14:03,GEOPARK ,TIGANA ,TGN-TGA,T-TA43,4.458.471,-72.660.534,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
392,21/10/2025 14:09,GEOPARK ,TIGANA ,TGN-TGA,T-TA45,4.457.761,-72.659.721,Poste,Concreto,Pullover (Cruce vertical),,1350,2600,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
393,21/10/2025 14:12,GEOPARK ,TIGANA ,TGN-TGA,T-TA46,4.458.102,-72.659.194,Poste,Concreto,Suspensión,Canadiense,1050,2300,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
56,15/10/2025 16:18,GEOPARK,JACANA ,JCP - JCC TR1,JP-JCC18,437.898,-72.736.361,Poste,Concreto,Suspensión,Canadiense,1350,2300,,Ceramica (Aislador de suspensión),4,4,4,,Sí,1,1,1,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Sí,1,Bueno,Herrajes,Sí
335,21/10/2025 10:37,GEOPARK ,OTRO,TGN3,TGN3B-E01,4.444.922,-7.265.872,Poste,Concreto,Pullover (Cruce vertical),,1350,2990,Avifauna y aislador,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
336,21/10/2025 10:38,GEOPARK ,OTRO,TGN3,TGN3B-E02,4.445.103,-72.658.761,Poste,Concreto,Retención (Corte),Otro,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
337,21/10/2025 10:40,GEOPARK ,OTRO,TGN3,TGN3B-E03,444.544,-72.658.675,Poste,Concreto,Retención (Corte),Otro,1050,2990,Avifauna y aislador,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
338,21/10/2025 10:41,GEOPARK ,OTRO,TGN3,TGN3B-E04,4.445.648,-72.658.642,Poste,Concreto,Retención (Corte),Otro,1050,2940,Avifauna y aislador,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,Sí,No,No,No,No,No,No,3 Linepost,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
276,20/10/2025 13:09,GEOPARK ,TIGANA ,TGN - PDT,T-TUA78,44.064.904,-726.457.002,Poste,Concreto,Retención (Corte),Triangular,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
219,20/10/2025 7:24,GEOPARK ,TIGANA ,TGN - PDT,T-TUAE01,44.459.922,-726.575.074,Poste,Concreto,Retención (Corte),Derivación (Cruce doble remate),1050,2940,Avifauna y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
220,20/10/2025 7:26,GEOPARK ,TIGANA ,TGN - PDT,T-TUAE02,44.465.655,-726.571.711,Poste,Concreto,Suspensión,Triangular,1350,3160,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,Sí,No,No,No,No,No,No,No,No,3 secionadores tipo fusible,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
221,20/10/2025 7:29,GEOPARK ,TIGANA ,TGN - PDT,T-TUAE03,4.446.715,-726.563.538,Poste,Concreto,Retención (Corte),Triangular,1350,3160,Avifauna oxidada y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
222,20/10/2025 7:31,GEOPARK ,TIGANA ,TGN - PDT,T-TUAE04,44.468.302,-726.555.955,Poste,Concreto,Suspensión,Triangular,1350,4194,,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
124,16/10/2025 12:10,GEOPARK,JACANA ,JCS - JCE,JS-JE07,437.534,-72.737.472,Poste,Concreto,Suspensión,Canadiense,1350,2990,,Ceramica (Aislador de suspensión),4,4,4,,Sí,1,1,1,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Sí,1,Bueno,Herrajes,Sí
224,20/10/2025 7:38,GEOPARK ,TIGANA ,TGN - PDT,T-TUAE06,44.473.353,-726.532.069,Poste,Concreto,Retención (Corte),Triangular,1350,2990,Avifauna oxidada y aisladores,Ceramica (Aislador de suspensión),4,4,4,,No,,,,No,No,No,No,No,No,No,No,No,,No,,,No,Cable desnudo,Cable de guarda,1,Bueno,,Sí
225,20/10/2025 7:44,GEOPARK ,TIGANA ,TGN - PDT,T-TUAE07,44.474.777,-726.525.638,Poste,Concreto,Suspensión,Triangular,1350,4194,,Ceramica (Aislador de suspensión),4,4,4,Sí,Sí,,,,No,No,No,No,No,No,No,No,No,Spark Gap,No,,,No,Cable desnudo,Cable de Guarda y Spark Gap,2,Bueno,,Sí
